,PreferredSponsors,Gender,Country,Degree,city,zip,isFromSocialMedia,day,month,year
158,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Lagos,100001,False,21,2,2023
159,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Naugachia,853204,True,22,5,2023
160,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500072,True,20,8,2023
161,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Lagos,100001,True,29,4,2023
162,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500072,False,26,11,2022
163,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Ogidi,434101,True,15,6,2023
164,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500072,True,6,7,2023
165,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,Saint Louis,63108,False,6,5,2023
166,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,Ethiopia,Not in Education,Addis Ababa,190300,False,28,9,2022
167,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Netherlands,High School Student,Hoofddorp,2132BN,False,15,6,2023
168,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500072,False,13,6,2023
169,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Guntur,522508,True,19,5,2023
170,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,India,Undergraduate Student,Hyderabad,500080,False,30,10,2022
171,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Narsampet,506132,False,26,7,2023
172,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Rajarhat,700136,True,25,9,2023
173,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Junagadh,362001,False,28,4,2023
174,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Not in Education,Kannur,670008,False,1,11,2023
175,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,United States,Graduate Program Student,Saint Louis,63108,False,8,11,2022
176,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United Arab Emirates,High School Student,Dubai,0,False,22,7,2023
177,"[""Saint Louis University""]",Male,United States,Graduate Program Student,Saint Louis,63108,False,9,9,2023
178,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,Delhi,110092,False,7,7,2023
179,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ghana,Not in Education,Accra,402,False,24,6,2023
180,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,High School Student,Meerut,250001,True,20,3,2023
181,"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,United States,High School Student,Morganville,7751,False,5,1,2023
182,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500072,False,12,6,2023
183,"[""GlobalShala"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,India,Graduate Program Student,Nagpur,440014,False,26,9,2022
184,"[""GlobalShala"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,United States,Graduate Program Student,Saint Louis,63108,False,23,9,2022
185,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Afghanistan,Undergraduate Student,Maidan wardak,1001,False,25,3,2023
186,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Bangladesh,Undergraduate Student,Dhaka,1207,True,24,7,2023
187,"[""GlobalShala"",""Saint Louis University"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500055,True,25,4,2023
188,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Not in Education,Lagos,1001,False,3,8,2023
189,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Undergraduate Student,Osogbo,230232,True,22,7,2023
190,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Kenya,Undergraduate Student,Nairobi,100,True,14,3,2023
191,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,Saint Louis,63108,True,6,11,2023
192,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,PALWAL,121106,False,6,5,2023
193,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,Saint Louis City,63108,False,4,9,2023
194,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Lagos,100001,True,16,6,2023
195,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500072,True,1,10,2023
196,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500072,True,24,5,2023
197,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Not in Education,Karachi,75500,True,13,7,2023
198,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Norway,Undergraduate Student,molde,6415,False,3,5,2023
199,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,Mirpur,10250,True,15,6,2023
200,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,India,Undergraduate Student,Kannur,670562,False,17,9,2022
201,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,India,Not in Education,Ahmedabad,380026,False,9,12,2022
202,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,United States,High School Student,Canton,48187,False,29,10,2022
203,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,salem,636121,False,31,7,2023
204,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Ghana,Undergraduate Student,Accra,233,False,15,6,2023
205,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Lucknow,226010,True,14,6,2023
206,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,LUCKNOW,226024,True,7,11,2023
207,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Pune,411061,True,13,6,2023
208,"[""Illinois Institute of Technology""]",Male,India,Graduate Program Student,Bangalore,560054,False,31,8,2023
209,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,mangaluru,575006,True,6,5,2023
210,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Kenya,Undergraduate Student,Nairobi,100,False,28,2,2023
211,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Algeria,Undergraduate Student,Annaba,23000,True,20,5,2023
212,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,Aligarh,202001,False,11,5,2023
213,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Vietnam,Undergraduate Student,Hanoi,100000,True,15,7,2023
214,"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate"",""Grant Thornton China""]",Male,Nigeria,Undergraduate Student,Jigawa,930101,True,10,8,2023
215,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Kenya,Graduate Program Student,Nairobi city,Nil,True,8,7,2023
216,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Hyderabad,500018,True,4,5,2023
217,"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500072,False,31,1,2023
218,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500072,True,31,10,2023
219,"[""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,India,Graduate Program Student,Dehradun,248002,False,28,1,2023
220,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Graduate Program Student,Jalingo,672104,False,4,9,2023
221,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Haridwar,249403,True,23,7,2023
222,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500072,True,27,8,2023
223,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Graduate Program Student,Karachi,74200,False,21,4,2023
224,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Bangladesh,Undergraduate Student,Dhaka,1207,True,8,6,2023
225,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Egypt,Undergraduate Student,Cairo,11511,False,19,7,2023
226,"[""Saint Louis University"",""GlobalShala"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,Nigeria,Graduate Program Student,Alimosho,10001,False,28,1,2023
227,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Don't want to specify,Nigeria,Undergraduate Student,Ogun,Thn,True,9,9,2023
228,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,India,Undergraduate Student,wardha,442203,False,29,8,2022
229,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Lagos,100001,True,21,8,2023
230,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Pune,411051,True,26,6,2023
231,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,Saint Louis,63108,False,21,4,2023
232,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,Saint Louis,63108,False,18,8,2023
233,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Bulandshahr,203001,False,11,6,2023
234,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500072,False,14,6,2023
235,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Lagos,100001,False,24,3,2023
236,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Not in Education,Midnapore,721102,False,14,6,2023
237,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500072,True,22,4,2023
238,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Chopda,425107,False,9,7,2023
